order_id,customer_id,customer_name,customer_email,product_name,category,price,quantity,discount_percent,total_amount,order_date,shipping_city,shipping_province,payment_method,order_status,rating,review_text,is_member,delivery_days,weight_kg
104905,2517,Siriporn Chotirat,siriporn.chotirat876@hotmail.com,Plus Notebook 272,Home & Living,526.52,9,0.0,4738.68,2023-01-18,Hat Yai,Nonthaburi,TrueMoney Wallet,Completed,5.0,แพ็คเกจไม่แน่นหนา,No,6.0,1.57
103938,2171,Somchai Wattana,somchai.wattana872@yahoo.com,Smart Pillow 994,Electronics,344.68,7,10.0,2171.48,2023-04-09,Rayong,Chonburi,Bank Transfer,Processing,,,No,6.0,1.23
103285,2985,Nittaya Wongsawat,nittaya.wongsawat818@gmail.com,Ultra Mouse 959,Fashion,1932.28,1,0.0,1932.28,2024-02-24,Sakon Nakhon,Chonburi,,Shipped,5.0,โอเคสำหรับราคานี้,No,7.0,0.59
102086,2452,Niran Naruemon,niran.naruemon917@hotmail.com,Max Desk 535,Health,601.04,1,0.0,601.04,2024-02-14,Buriram,Udon Thani,Credit Card,Shipped,,,No,,3.27
103959,2956,Boonmee Yodying,boonmee.yodying823@outlook.com,Eco Bottle 387,Beauty,622.33,1,0.0,622.33,2023-07-17,Bangkok,Nonthaburi,COD,Completed,5.0,สินค้าดีมาก คุ้มราคา,No,,0.91
103326,2681,Pranee Meesuk,pranee.meesuk127@outlook.com,Smart Wallet 297,Electronics,660.25,6,25.0,2971.12,2023-10-15,Khon Kaen,Chonburi,Installment,Completed,5.0,,Yes,3.0,1.0
101654,2384,Chomphunut Sinthop,chomphunut.sinthop764@hotmail.com,Eco Notebook 945,Health,299.19,4,0.0,1196.76,2025-11-24,Udon Thani,Songkhla,Credit Card,Completed,,,Yes,5.0,0.63
104697,2463,Somkiat Kaewkla,somkiat.kaewkla62@gmail.com,Ultra Charger 780,Groceries,1003.34,1,15.0,852.84,2025-09-27,Rayong,Phuket,PromptPay,Completed,2.0,,No,9.0,1.88
101859,1267,Wichai Wongsawat,wichai.wongsawat91@hotmail.com,Lite Sneaker 551,Fashion,98.22,5,10.0,441.99,2025-05-07,Chiang Mai,Udon Thani,Credit Card,Completed,5.0,ของมาช้ากว่ากำหนด,No,5.0,0.81
100033,2337,Somsri Meesuk,somsri.meesuk536@outlook.com,Pro Bottle 834,Beauty,535.96,5,0.0,2679.8,2023-10-30,Bangkok,Songkhla,Bank Transfer,Shipped,,แพ็คเกจไม่แน่นหนา,No,11.0,3.76
102820,2825,Wichai Sinthop,wichai.sinthop345@gmail.com,Mini Desk 446,Toys,1273.38,9,15.0,9741.36,2024-06-24,,Chiang Mai,COD,Shipped,4.0,,No,9.0,0.38
103439,1628,Sombat Sinthop,sombat.sinthop782@yahoo.com,Smart Bottle 719,Sports,793.63,3,0.0,2380.89,2024-07-26,Chiang Rai,Nakhon Ratchasima,COD,Shipped,,สีไม่ตรงตามรูป,Yes,,
102836,1986,Malee Meesuk,malee.meesuk793@yahoo.com,Eco Camera 517,Automotive,335.5,7,10.0,2113.65,2024-10-27,Phuket,Rayong,PromptPay,Cancelled,,,No,2.0,0.5
100414,2743,Anan Saelim,anan.saelim657@gmail.com,Max Jacket 514,Electronics,192.3,2,,346.14,2025-06-24,Trang,Udon Thani,COD,Shipped,3.0,ของมาช้ากว่ากำหนด,Yes,7.0,2.66
101684,2042,Malee Sinthop,malee.sinthop649@outlook.com,Max Blender 176,Books,635.44,7,15.0,3780.87,2024-08-14,Ubon Ratchathani,Nakhon Ratchasima,TrueMoney Wallet,Returned,5.0,แพ็คเกจไม่แน่นหนา,Yes,14.0,0.15
101519,1046,Anucha Sukjai,anucha.sukjai29@hotmail.com,Mini Wallet 500,Electronics,910.22,6,10.0,4915.19,2025-06-07,Khon Kaen,Nonthaburi,Bank Transfer,Processing,5.0,,No,6.0,1.4
100465,2072,Niran Rattanakul,niran.rattanakul239@gmail.com,Ultra Camera 271,Books,452.22,6,15.0,2306.32,2024-11-28,Sakon Nakhon,Chonburi,Installment,Shipped,5.0,จะกลับมาซื้อซ้ำแน่นอน,Yes,12.0,1.25
101907,1750,Somchai Yodying,somchai.yodying151@outlook.com,Mini Mouse 781,Sports,387.64,7,15.0,2306.46,2023-06-14,Lampang,Nakhon Ratchasima,Credit Card,Processing,,,Yes,10.0,1.72
100230,2579,Duangjai Chantra,duangjai.chantra849@outlook.com,Eco Speaker 498,Books,535.11,1,20.0,428.09,2025-07-16,Krabi,Songkhla,Credit Card,Shipped,,ของมาช้ากว่ากำหนด,No,1.0,2.03
102648,1931,Siriporn Rattanakul,,Pro Bottle 131,Sports,979.14,8,10.0,7049.81,2024-10-10,Nakhon Si Thammarat,Udon Thani,Bank Transfer,Completed,,แพ็คเกจไม่แน่นหนา,Yes,9.0,
101010,2015,Somsri Phetcharat,somsri.phetcharat878@outlook.com,Ultra Watch 481,Home & Living,490.83,4,5.0,1865.15,2024-01-21,Khon Kaen,Nonthaburi,Bank Transfer,Completed,4.0,,No,9.0,1.0
102498,1091,Anan Chaiyaporn,anan.chaiyaporn690@hotmail.com,Ultra Wallet 298,Home & Living,867.23,8,0.0,6937.84,2024-08-21,Nong Khai,Nakhon Ratchasima,Installment,Processing,,,No,13.0,1.73
104868,1760,Rungnapa Kaewkla,rungnapa.kaewkla820@yahoo.com,Eco Headphone 863,Fashion,,5,25.0,4890.9,2025-09-17,Hat Yai,Rayong,Installment,Completed,,สินค้าดีมาก คุ้มราคา,No,10.0,1.0
104880,2774,Prasert Thongdee,prasert.thongdee341@gmail.com,Smart Blender 906,Books,1175.92,5,0.0,5879.6,2025-12-17,Sakon Nakhon,Udon Thani,Credit Card,Completed,3.0,,Yes,1.0,1.17
101835,1127,Prasert Meesuk,prasert.meesuk660@gmail.com,Max Pillow 535,Sports,207.83,3,0.0,623.49,2025-09-07,Nakhon Si Thammarat,Phuket,Credit Card,Shipped,,สินค้าดีมาก คุ้มราคา,Yes,4.0,1.07
102998,2131,Wichai Prasertsak,wichai.prasertsak312@yahoo.com,Lite Notebook 297,Home & Living,428.15,6,0.0,2568.9,2025-02-11,Udon Thani,Rayong,Credit Card,Completed,5.0,,Yes,12.0,0.45
104753,2007,Suree Chaiyaporn,suree.chaiyaporn865@hotmail.com,Ultra Jacket 161,Toys,354.92,1,0.0,354.92,2024-01-22,Sakon Nakhon,Nakhon Ratchasima,Installment,Completed,4.0,โอเคสำหรับราคานี้,Yes,3.0,0.1
100805,2587,Boonmee Naruemon,boonmee.naruemon178@hotmail.com,Smart Camera 965,Sports,334.23,2,0.0,668.46,2025-02-08,Lampang,Chonburi,Credit Card,Completed,1.0,,No,,
102555,1006,Sombat Kaewkla,sombat.kaewkla971@yahoo.com,Ultra Charger 612,Groceries,698.54,1,0.0,698.54,2023-03-03,Krabi,Udon Thani,Installment,Completed,5.0,,No,6.0,0.33
101115,1248,Prasert Chaiyaporn,prasert.chaiyaporn128@gmail.com,Mini Sneaker 173,Automotive,677.78,7,0.0,4744.46,2023-09-14,Buriram,Phuket,Bank Transfer,Completed,5.0,,Yes,4.0,1.93
100626,2141,Orawan Naruemon,orawan.naruemon430@outlook.com,Lite Watch 280,Electronics,348.08,7,0.0,2436.56,2025-01-04,Ubon Ratchathani,Chonburi,COD,Processing,1.0,คุณภาพต่ำกว่าที่คิด,No,12.0,0.76
102145,2797,Ratana Wongsawat,ratana.wongsawat70@gmail.com,Mini Camera 945,Health,461.25,7,30.0,2260.12,2024-06-21,Ubon Ratchathani,Rayong,Installment,Completed,,,No,5.0,1.57
101614,1243,Pichit Thongdee,pichit.thongdee328@gmail.com,Lite Wallet 276,Toys,244.4,4,0.0,977.6,2023-10-13,Rayong,Nakhon Ratchasima,Bank Transfer,Completed,3.0,โอเคสำหรับราคานี้,No,7.0,
103249,2339,Sombat Kaewkla,sombat.kaewkla845@hotmail.com,Pro Blender 321,Beauty,407.05,7,0.0,2849.35,2024-02-06,Surat Thani,Udon Thani,TrueMoney Wallet,Shipped,5.0,,No,14.0,1.11
104687,1394,Somsri Sukjai,somsri.sukjai477@outlook.com,Plus Camera 203,Fashion,346.83,8,0.0,2774.64,2024-04-09,Chiang Rai,Phuket,PromptPay,Completed,5.0,โอเคสำหรับราคานี้,Yes,3.0,2.08
104110,1258,Ploy Yodying,ploy.yodying373@gmail.com,Smart Notebook 966,Groceries,647.22,5,20.0,2588.88,2023-03-01,Krabi,Phuket,Bank Transfer,Completed,4.0,ของมาช้ากว่ากำหนด,Yes,,3.64
100828,1934,Wichai Phetcharat,wichai.phetcharat264@outlook.com,Max Wallet 799,Automotive,118.49,8,15.0,805.73,2023-05-04,Trang,Khon Kaen,TrueMoney Wallet,Completed,,บริการลูกค้าดีเยี่ยม,No,11.0,1.03
104578,2820,Pranee Chotirat,pranee.chotirat173@outlook.com,Ultra Charger 374,Groceries,472.92,3,0.0,1418.76,2025-05-03,Udon Thani,Chiang Mai,COD,Completed,3.0,,No,7.0,2.31
101344,2415,Pichit Prasertsak,pichit.prasertsak970@yahoo.com,Lite Charger 533,Fashion,691.48,9,0.0,6223.32,2025-12-15,Bangkok,Chonburi,Credit Card,Shipped,5.0,,Yes,6.0,5.27
100911,2531,Siriporn Sukjai,siriporn.sukjai535@gmail.com,Plus Watch 112,Automotive,489.01,1,0.0,489.01,2024-10-11,Nong Khai,Udon Thani,Installment,Completed,,,No,2.0,1.72
104343,1088,Yupin Wongsawat,yupin.wongsawat464@gmail.com,Plus Camera 435,Health,655.61,5,10.0,2950.25,2024-03-15,Hat Yai,Nakhon Ratchasima,TrueMoney Wallet,Completed,4.0,จะกลับมาซื้อซ้ำแน่นอน,No,14.0,0.58
101197,1793,Wichai Thongdee,wichai.thongdee363@gmail.com,Max Sneaker 531,Sports,144.86,6,5.0,825.7,2024-05-12,Chiang Rai,Udon Thani,Credit Card,Shipped,4.0,ส่งไวมาก ประทับใจ,Yes,6.0,0.45
100691,1791,,kittisak.chaiyaporn774@gmail.com,Ultra Desk 980,Books,1415.97,3,25.0,3185.93,2023-12-18,Chiang Rai,Nonthaburi,COD,Cancelled,,,Yes,13.0,2.3
101623,1417,Nittaya Prasertsak,nittaya.prasertsak651@hotmail.com,Max Headphone 970,Groceries,464.09,8,5.0,3527.08,2025-09-15,Ubon Ratchathani,Udon Thani,,Processing,3.0,,Yes,3.0,0.23
103497,1448,Chaiyot Saelim,chaiyot.saelim555@outlook.com,Max Charger 455,Fashion,781.86,8,5.0,5942.14,2023-09-15,Rayong,Khon Kaen,PromptPay,Completed,4.0,จะกลับมาซื้อซ้ำแน่นอน,No,13.0,0.42
100889,2149,Yupin Panyawong,yupin.panyawong384@hotmail.com,Mini Backpack 132,Groceries,490.26,3,0.0,1470.78,2025-11-18,,Nonthaburi,Credit Card,Returned,,,Yes,1.0,0.59
100149,1288,Pranee Chaiyaporn,pranee.chaiyaporn520@gmail.com,Plus Keyboard 924,Automotive,394.53,8,0.0,3156.24,2024-08-06,Nakhon Ratchasima,Nonthaburi,COD,Completed,4.0,คุณภาพต่ำกว่าที่คิด,No,6.0,3.86
100776,2548,Nittaya Naruemon,nittaya.naruemon756@outlook.com,Eco Chair 419,Beauty,888.96,6,5.0,5067.07,2025-01-08,Nakhon Si Thammarat,Bangkok,COD,Processing,,,No,3.0,0.15
101292,2466,Duangjai Srisuk,duangjai.srisuk216@outlook.com,Ultra Watch 318,Fashion,84.99,5,0.0,424.95,2023-09-11,,Songkhla,Bank Transfer,Returned,,,No,4.0,1.78
103010,1951,Pichit Panyawong,pichit.panyawong388@gmail.com,Mini Mouse 865,Books,907.94,3,,2723.82,2025-06-27,Krabi,Bangkok,TrueMoney Wallet,Completed,,คุณภาพต่ำกว่าที่คิด,No,1.0,7.71
100012,1330,Ratana Meesuk,ratana.meesuk502@outlook.com,Plus Sneaker 442,Sports,711.78,4,10.0,2562.41,2024-04-12,Rayong,Udon Thani,Credit Card,Shipped,3.0,,Yes,3.0,2.32
101231,1525,Ratana Meesuk,ratana.meesuk333@outlook.com,Pro Camera 339,Groceries,780.68,4,20.0,2498.18,2023-02-09,Hat Yai,Khon Kaen,,Completed,4.0,จะกลับมาซื้อซ้ำแน่นอน,No,1.0,
104054,2049,Somchai Kaewkla,somchai.kaewkla484@hotmail.com,Eco Watch 454,Home & Living,83.98,4,0.0,335.92,2024-02-11,Hat Yai,Chonburi,TrueMoney Wallet,Completed,,,No,11.0,3.74
103161,2494,Boonmee Rattanakul,boonmee.rattanakul327@gmail.com,Mini Sneaker 415,Groceries,1078.42,5,0.0,5392.1,2025-03-02,Rayong,Songkhla,PromptPay,Completed,3.0,,No,1.0,0.14
101173,2074,Sombat Naruemon,sombat.naruemon251@gmail.com,Eco Blender 802,Electronics,745.37,9,10.0,6037.5,2024-02-16,Bangkok,Bangkok,Credit Card,Completed,3.0,ส่งไวมาก ประทับใจ,Yes,13.0,2.28
104691,1575,Chaiyot Rattanakul,chaiyot.rattanakul42@outlook.com,Pro Camera 571,Home & Living,203.71,9,0.0,1833.39,2024-08-31,Nakhon Ratchasima,Chonburi,PromptPay,Completed,5.0,,No,8.0,4.29
100497,1017,Ploy Yodying,ploy.yodying684@outlook.com,Smart Chair 224,Automotive,259.49,4,15.0,882.27,2023-05-09,Khon Kaen,Bangkok,COD,Completed,3.0,ส่งไวมาก ประทับใจ,Yes,,2.25
103050,1663,Somsri Thongdee,somsri.thongdee960@hotmail.com,Pro Speaker 848,Health,193.48,3,0.0,580.44,2025-01-28,Surat Thani,Khon Kaen,PromptPay,Completed,,,No,3.0,0.72
103399,2764,Orawan Boonmee,orawan.boonmee490@outlook.com,Plus Charger 378,Sports,244.01,8,20.0,1561.66,2024-10-25,Nakhon Ratchasima,Khon Kaen,Bank Transfer,Processing,4.0,ใช้งานได้ตามที่คาดหวัง,No,3.0,
103968,1444,Yupin Naruemon,yupin.naruemon825@yahoo.com,Pro Notebook 805,Sports,312.01,2,5.0,592.82,2023-09-08,Phuket,Bangkok,Bank Transfer,Completed,,,Yes,4.0,2.14
104615,2998,Chomphunut Phetcharat,chomphunut.phetcharat238@gmail.com,Ultra Wallet 555,Toys,1169.38,5,5.0,5554.56,2025-09-26,Sakon Nakhon,Nonthaburi,TrueMoney Wallet,Processing,3.0,ของมาช้ากว่ากำหนด,Yes,6.0,0.89
101501,2658,Somsri Intharak,somsri.intharak279@gmail.com,Eco Watch 287,Health,315.64,1,15.0,268.29,2025-10-19,Buriram,Phuket,COD,Completed,5.0,จะกลับมาซื้อซ้ำแน่นอน,No,10.0,0.37
104340,1672,Kanya Intharak,kanya.intharak124@hotmail.com,Ultra Notebook 989,Beauty,,9,15.0,2363.85,2023-08-02,Pattaya,Udon Thani,Bank Transfer,Cancelled,5.0,ส่งไวมาก ประทับใจ,No,,1.62
102727,2799,Yupin Naruemon,yupin.naruemon6@yahoo.com,Plus Backpack 991,Groceries,684.99,6,0.0,4109.94,2024-01-30,Surat Thani,Chiang Mai,Bank Transfer,Completed,5.0,,Yes,11.0,1.46
102005,1593,Malee Phetcharat,,Pro Blender 917,Sports,660.64,3,0.0,1981.92,2024-08-28,Rayong,Bangkok,Bank Transfer,Completed,,บริการลูกค้าดีเยี่ยม,Yes,1.0,0.41
104269,2890,Niran Sukjai,niran.sukjai423@hotmail.com,Plus Bottle 925,Beauty,218.18,1,0.0,218.18,2024-06-24,Nong Khai,Phuket,PromptPay,Completed,5.0,,Yes,7.0,0.71
103393,1518,Pichit Chotirat,pichit.chotirat138@gmail.com,Plus Lamp 133,Toys,533.68,5,0.0,2668.4,2025-06-15,Phuket,Chonburi,Bank Transfer,Processing,,สินค้าดีมาก คุ้มราคา,Yes,6.0,2.21
102323,1917,Pranee Yodying,pranee.yodying857@yahoo.com,Smart Charger 280,Books,1268.62,4,20.0,4059.58,2024-08-30,Lampang,Rayong,COD,Processing,,,No,9.0,
101471,1578,Chatchai Srisuk,,Lite Lamp 981,Toys,904.02,1,5.0,858.82,2025-02-20,Nong Khai,Udon Thani,TrueMoney Wallet,Completed,4.0,,Yes,2.0,1.99
100711,2291,Siriporn Boonmee,siriporn.boonmee862@hotmail.com,Pro Speaker 355,Fashion,720.1,5,0.0,3600.5,2024-05-20,Ubon Ratchathani,Rayong,TrueMoney Wallet,Shipped,,,Yes,12.0,
104345,2226,Niran Chantra,niran.chantra678@outlook.com,Plus Wallet 320,Automotive,951.54,7,5.0,6327.74,2024-01-15,Pattaya,Nonthaburi,Bank Transfer,Cancelled,4.0,,No,1.0,1.08
104001,1852,Nittaya Naruemon,,Lite Sneaker 783,Health,,9,30.0,6056.06,2023-04-25,Khon Kaen,Rayong,TrueMoney Wallet,Completed,,,Yes,10.0,
101697,2701,Pranee Sukjai,pranee.sukjai801@hotmail.com,Eco Wallet 219,Home & Living,384.1,9,0.0,3456.9,2023-08-17,,Nonthaburi,PromptPay,Processing,4.0,,Yes,13.0,1.61
103953,1020,Chaiyot Sinthop,chaiyot.sinthop310@outlook.com,Pro Pillow 124,Beauty,511.02,8,,4088.16,2025-02-02,Ubon Ratchathani,Phuket,TrueMoney Wallet,Shipped,5.0,คุณภาพต่ำกว่าที่คิด,Yes,1.0,2.29
104041,1743,Suchart Chotirat,suchart.chotirat475@outlook.com,Lite Camera 901,Electronics,,9,10.0,2657.04,2024-12-06,Nong Khai,Nakhon Ratchasima,Bank Transfer,Shipped,5.0,,Yes,2.0,0.59
100544,1653,Kanya Chotirat,kanya.chotirat712@yahoo.com,Eco Pillow 124,GROCERIES,632.85,1,0.0,632.85,2024-10-25,Chiang Mai,Rayong,Bank Transfer,Completed,5.0,,No,1.0,0.92
100599,2693,Prasert Yodying,prasert.yodying692@yahoo.com,Max Pillow 955,Books,799.91,2,0.0,1599.82,2025-03-07,Pattaya,Phuket,Credit Card,Processing,3.0,,Yes,,0.28
101044,2046,Kanya Kaewkla,kanya.kaewkla122@hotmail.com,Mini Desk 828,Groceries,84.48,4,,236.54,2024-06-19,,Udon Thani,Bank Transfer,Completed,1.0,,No,1.0,1.36
100132,1014,Rungnapa Yodying,rungnapa.yodying827@gmail.com,Plus Notebook 346,Fashion,155.76,1,10.0,140.18,2025-01-15,Udon Thani,Rayong,TrueMoney Wallet,Completed,3.0,บริการลูกค้าดีเยี่ยม,No,6.0,1.65
101888,2535,Somchai Boonmee,somchai.boonmee62@hotmail.com,Eco Watch 237,Automotive,1512.67,9,15.0,11571.93,2025-02-25,Pattaya,Songkhla,Bank Transfer,Completed,,สีไม่ตรงตามรูป,Yes,,9.29
104210,1306,Pichit Sukjai,pichit.sukjai463@gmail.com,Max Speaker 498,Home & Living,655.63,5,0.0,3278.15,2023-02-19,Chiang Mai,Rayong,COD,Shipped,3.0,,Yes,2.0,0.31
104652,1022,Chatchai Phetcharat,chatchai.phetcharat564@outlook.com,Ultra Mouse 577,Electronics,495.66,-1,0.0,3965.28,2024-02-12,Nakhon Si Thammarat,Rayong,Bank Transfer,Completed,4.0,,No,14.0,1.03
104869,1498,Suchart Boonmee,suchart.boonmee346@gmail.com,Eco Sneaker 786,Fashion,725.67,5,0.0,3628.35,2024-06-15,Lampang,Khon Kaen,PromptPay,Completed,,,No,1.0,
104586,1909,Orawan Saelim,orawan.saelim703@hotmail.com,Lite Backpack 955,Toys,222.7,2,0.0,445.4,2025-01-08,Chiang Rai,Chonburi,Installment,Completed,5.0,สินค้าดีมาก คุ้มราคา,Yes,1.0,0.23
104716,2178,Niran Phetcharat,niran.phetcharat96@outlook.com,Pro Bottle 820,Beauty,496.42,6,0.0,2978.52,2023-09-25,Nakhon Si Thammarat,Songkhla,TrueMoney Wallet,Completed,,จะกลับมาซื้อซ้ำแน่นอน,No,12.0,
103129,1998,Nittaya Thongdee,,Lite Charger 707,Automotive,249.84,1,25.0,187.38,2025-02-03,Lampang,Phuket,Bank Transfer,Cancelled,2.0,,No,7.0,0.13
100287,1112,Chomphunut Sinthop,,Ultra Sneaker 922,Automotive,480.82,8,10.0,3461.9,2025-07-01,Chiang Mai,Nakhon Ratchasima,PromptPay,Completed,3.0,,Yes,4.0,0.12
104348,2000,Prasert Chaiyaporn,prasert.chaiyaporn384@hotmail.com,Mini Camera 620,Groceries,1611.38,3,15.0,4109.02,2024-05-21,Chiang Mai,Nakhon Ratchasima,COD,Completed,4.0,,Yes,11.0,0.43
103767,1697,Duangjai Kaewkla,duangjai.kaewkla210@yahoo.com,Eco Bottle 107,Fashion,431.9,6,0.0,2591.4,2024-09-11,Sakon Nakhon,Phuket,COD,Shipped,5.0,,Yes,4.0,0.68
100373,2675,Chomphunut Srisuk,chomphunut.srisuk5@gmail.com,Eco Desk 687,Automotive,680.32,8,10.0,4898.3,2024-09-10,Rayong,Phuket,Credit Card,Completed,,คุณภาพต่ำกว่าที่คิด,No,9.0,1.35
102627,1515,Ploy Intharak,ploy.intharak706@outlook.com,Ultra Wallet 560,Beauty,1472.34,8,20.0,9422.98,2023-01-22,Nakhon Ratchasima,Chiang Mai,TrueMoney Wallet,Processing,4.0,จะกลับมาซื้อซ้ำแน่นอน,No,8.0,1.57
104707,1925,Kittisak Yodying,kittisak.yodying777@outlook.com,Ultra Lamp 871,Health,159.38,9,0.0,1434.42,2024-09-13,Surat Thani,Nakhon Ratchasima,TrueMoney Wallet,Completed,,ส่งไวมาก ประทับใจ,No,2.0,1.03
102127,2683,Pranee Chaiyaporn,pranee.chaiyaporn480@outlook.com,Pro Mouse 716,Home & Living,534.15,1,5.0,507.44,2025-08-17,Chiang Rai,Chiang Mai,TrueMoney Wallet,Completed,2.0,,No,,0.33
100964,2031,Thawatchai Sukjai,thawatchai.sukjai975@gmail.com,Smart Headphone 103,Groceries,150.44,4,,601.76,2024-07-25,Krabi,Udon Thani,Installment,Completed,5.0,บริการลูกค้าดีเยี่ยม,No,5.0,1.7
102022,2836,Malee Prasertsak,malee.prasertsak55@outlook.com,Pro Notebook 944,Toys,297.39,1,0.0,297.39,2024-11-27,Bangkok,Phuket,Credit Card,Completed,,,Yes,8.0,0.71
102680,2957,Sombat Sukjai,sombat.sukjai957@yahoo.com,Pro Headphone 664,Automotive,486.72,1,0.0,486.72,2025-03-29,Buriram,Rayong,Installment,Completed,,จะกลับมาซื้อซ้ำแน่นอน,Yes,10.0,0.92
102952,1618,Malee Prasertsak,malee.prasertsak433@outlook.com,Pro Camera 907,Toys,641.6,9,15.0,4908.24,2024-09-12,Chiang Mai,Phuket,,Completed,5.0,,No,6.0,0.85
104646,1194,Malee Sinthop,malee.sinthop166@gmail.com,Eco Lamp 444,Books,288.53,7,0.0,2019.71,2023-09-21,Bangkok,Chiang Mai,,Returned,,,No,5.0,1.07
104501,1816,Somsri Sukjai,somsri.sukjai121@yahoo.com,Pro Backpack 760,Home & Living,564.9,2,30.0,790.86,2025-01-16,Pattaya,Chiang Mai,PromptPay,Completed,1.0,โอเคสำหรับราคานี้,Yes,3.0,4.32
103757,1272,Sombat Rattanakul,sombat.rattanakul5@hotmail.com,Plus Blender 255,Home & Living,856.19,1,0.0,856.19,2024-01-18,Pattaya,Phuket,TrueMoney Wallet,Completed,1.0,,No,2.0,3.02
101427,2314,Anucha Chantra,,Eco Camera 413,Toys,800.19,4,0.0,3200.76,2024-05-02,Lampang,Chiang Mai,COD,Completed,,,No,12.0,0.13
102638,2640,Niran Intharak,niran.intharak385@hotmail.com,Pro Camera 749,Toys,554.59,3,0.0,1663.77,2024-03-20,Nakhon Si Thammarat,Khon Kaen,PromptPay,Completed,5.0,,Yes,6.0,2.78
100653,2070,Anucha Yodying,anucha.yodying881@outlook.com,Pro Wallet 333,Books,312.94,6,5.0,1783.76,2023-04-14,Pattaya,Nakhon Ratchasima,TrueMoney Wallet,Completed,3.0,โอเคสำหรับราคานี้,No,12.0,6.85
103659,2724,Pichit Saelim,,Smart Notebook 422,Home & Living,190.23,7,15.0,1131.87,2024-07-19,Chiang Rai,Udon Thani,COD,Processing,4.0,บริการลูกค้าดีเยี่ยม,No,8.0,2.05
103292,2805,Suree Srisuk,suree.srisuk911@hotmail.com,Lite Bottle 155,Home & Living,864.39,5,5.0,4105.85,2025-01-28,Nonthaburi,Nonthaburi,TrueMoney Wallet,Completed,3.0,,No,14.0,2.91
104278,1218,Rungnapa Wattana,rungnapa.wattana987@hotmail.com,Lite Camera 735,Sports,634.21,6,0.0,3805.26,2024-08-22,Hat Yai,Khon Kaen,Credit Card,Shipped,4.0,,Yes,2.0,
101538,1871,Suree Phetcharat,suree.phetcharat744@yahoo.com,Max Headphone 336,Books,1407.58,9,0.0,12668.22,2024-08-01,Buriram,Khon Kaen,Bank Transfer,Returned,4.0,ใช้งานได้ตามที่คาดหวัง,No,10.0,2.42
101504,2141,Ploy Phetcharat,,Plus Mouse 831,Electronics,677.06,7,0.0,4739.42,2023-10-31,Hat Yai,Songkhla,Installment,Completed,4.0,,Yes,10.0,0.98
101174,2426,Chomphunut Saelim,chomphunut.saelim622@outlook.com,Ultra Lamp 544,Toys,240.79,5,0.0,1203.95,2025-06-28,Hat Yai,Udon Thani,COD,Processing,,,No,12.0,0.13
101108,2873,Chomphunut Kaewkla,chomphunut.kaewkla732@yahoo.com,Max Backpack 109,Books,,5,0.0,4220.5,2025-04-30,Buriram,Nakhon Ratchasima,TrueMoney Wallet,Completed,3.0,สีไม่ตรงตามรูป,No,10.0,0.23
101995,1628,Suree Meesuk,suree.meesuk763@gmail.com,Lite Backpack 255,Automotive,817.31,8,10.0,5884.63,2025-12-18,Ubon Ratchathani,Nakhon Ratchasima,PromptPay,Processing,,ส่งไวมาก ประทับใจ,Yes,4.0,1.57
102124,1771,Suchart Naruemon,suchart.naruemon35@outlook.com,Lite Speaker 454,Beauty,139.34,5,0.0,696.7,2024-06-29,Nakhon Ratchasima,Nakhon Ratchasima,Installment,Completed,4.0,สีไม่ตรงตามรูป,No,8.0,
101322,1228,Suchart Meesuk,suchart.meesuk212@hotmail.com,Mini Headphone 427,Electronics,976.13,7,15.0,5807.97,2023-04-17,Pattaya,Khon Kaen,Installment,Completed,5.0,สีไม่ตรงตามรูป,No,11.0,2.81
103654,2067,Kittisak Kaewkla,kittisak.kaewkla747@gmail.com,Mini Chair 551,Electronics,204.35,4,0.0,817.4,2024-12-29,Ubon Ratchathani,Chiang Mai,Installment,Returned,,จะกลับมาซื้อซ้ำแน่นอน,No,7.0,3.75
102916,1841,Somkiat Prasertsak,somkiat.prasertsak892@gmail.com,Eco Backpack 890,Fashion,570.75,9,0.0,5136.75,2025-09-17,Phuket,Phuket,Credit Card,Completed,3.0,สีไม่ตรงตามรูป,No,9.0,0.36
102118,2085,Wichai Wongsawat,wichai.wongsawat476@outlook.com,Lite Charger 452,Home & Living,1352.09,-1,0.0,6760.45,2023-02-04,Udon Thani,Phuket,Bank Transfer,Returned,3.0,ส่งไวมาก ประทับใจ,No,13.0,0.31
101483,2254,Anan Rattanakul,anan.rattanakul154@hotmail.com,Ultra Lamp 239,Health,722.53,7,5.0,4804.82,2024-11-10,Buriram,Bangkok,Bank Transfer,Completed,,ส่งไวมาก ประทับใจ,No,3.0,0.11
102598,2746,Anucha Saelim,anucha.saelim386@yahoo.com,Eco Bottle 686,Books,255.54,6,0.0,1533.24,2025-10-11,Krabi,Rayong,COD,Cancelled,4.0,,No,13.0,1.37
104351,1221,Nittaya Saelim,nittaya.saelim651@gmail.com,Lite Bottle 327,Fashion,334.83,3,0.0,1004.49,2025-03-07,Surat Thani,Songkhla,TrueMoney Wallet,Completed,4.0,,No,14.0,1.06
102080,2382,Thawatchai Chaiyaporn,thawatchai.chaiyaporn886@gmail.com,Max Camera 681,Home & Living,208.4,2,0.0,416.8,2024-08-03,Udon Thani,Nakhon Ratchasima,Installment,Completed,5.0,จะกลับมาซื้อซ้ำแน่นอน,Yes,12.0,0.54
